symbol,last,percentChange,volume,value,marketCap,pe,pbv,deRatio,dps,eps,roa,roe,netProfitMargin,dividendYield,bookValuePerShare,listedShare
SMPC,9.600000,0.000000,122303.000000,1169.454,5140860796.800000,7.970000,1.460000,0.232005,0.450000,0.730000,16.562423,19.088221,17.470395,7.290000,6.550000,535506333.000000
SMT,6.000000,3.448276,25311226.000000,150883.785,4863258605.400000,,2.720000,0.371563,0.030000,0.060000,0.221204,-0.394773,3.799900,0.520000,2.130000,838492863.000000
SNC,7.200000,0.000000,20400.000000,146.940,2607986440.800000,6.550000,0.460000,1.256627,0.250000,0.990000,4.769372,7.360160,6.464470,,15.490000,362220339.000000
SNNP,6.700000,0.000000,176271.000000,1172.765,6030034170.000000,17.310000,2.650000,1.353761,0.160000,0.140000,8.353442,14.647563,4.789759,8.880000,2.530000,900005100.000000
SNP,8.750000,-0.568182,69203.000000,602.381,4529451370.400000,18.210000,1.890000,0.599609,0.050000,0.120000,8.124807,10.367492,2.410871,5.680000,4.650000,514710383.000000
SNPS,4.300000,0.000000,6300.000000,27.188,1741500000.000000,15.930000,2.010000,0.126825,0.190000,0.110000,13.500008,12.658299,17.071404,6.050000,2.140000,405000000.000000
SO,4.800000,0.000000,117992.000000,564.297,2285520019.200000,11.620000,2.000000,1.254664,0.180000,0.220000,9.544254,17.215112,7.323622,7.980000,2.390000,476150004.000000
SOLAR,0.260000,-7.142857,7403100.000000,1925.042,365993808.320000,,1.860000,5.238976,,-0.060000,-33.751613,-111.675613,-39.036028,,0.150000,1307120744.000000
SONIC,1.520000,0.000000,25700.000000,38.982,1280886963.840000,8.280000,0.750000,0.278085,0.060000,0.100000,9.486107,9.195150,7.570955,4.100000,2.020000,842688792.000000
SORKON,3.380000,0.000000,9301.000000,31.469,1093092000.000000,26.510000,0.820000,1.564342,0.250000,,2.146836,3.040853,-0.437164,7.400000,4.100000,323400000.000000
SPA,3.020000,0.000000,796061.000000,2399.446,3873147354.480000,19.690000,3.100000,1.111881,0.100000,0.070000,11.788571,16.347615,10.243923,3.310000,0.970000,1282499124.000000
SPACK,1.720000,1.775148,840237.000000,1451.124,507000000.000000,10.420000,0.690000,0.764861,,0.080000,4.612695,6.799876,4.329533,,2.460000,300000000.000000
SPALI,16.000000,-1.234568,2263908.000000,36215.582,31639475286.000000,6.760000,0.550000,0.815128,0.550000,1.090000,6.216524,8.376960,18.841875,7.670000,29.540000,1953054030.000000
SPC,56.250000,0.000000,16005.000000,900.281,18562500000.000000,7.210000,0.620000,0.297324,1.600000,4.310000,8.365832,8.913673,7.344201,4.270000,90.400000,330000000.000000
SPCG,11.000000,2.803738,5464455.000000,59248.541,11296953000.000000,30.450000,0.700000,0.009734,0.260000,0.210000,2.173699,2.172205,27.955578,20.190000,15.280000,1055790000.000000
SPG,12.000000,0.840336,2600.000000,31.200,4105500000.000000,11.800000,0.720000,0.083800,0.800000,0.640000,7.129399,6.110195,18.307381,6.720000,16.590000,345000000.000000
SPI,36.000000,2.857143,8104.000000,284.567,45039475915.000000,26.860000,0.890000,0.446779,0.200000,0.870000,3.110986,3.349146,58.826723,0.760000,39.350000,1286842169.000000
SPRC,13.300000,-1.481481,15346058.000000,208007.050,58534678687.500000,3.450000,1.100000,0.444644,0.500000,3.290000,30.572741,37.665348,10.540409,3.330000,12.250000,4335902125.000000
SPREME,1.500000,1.351351,36000.000000,53.627,1095200000.000000,6.180000,1.110000,5.103360,0.120000,0.090000,6.294144,18.685929,8.541186,8.110000,1.340000,740000000.000000
SPTX,0.010000,0.000000,235848.000000,2.358,2136448815.410000,,2.000000,1.085023,,,-3.148886,-32.073459,-173.681852,,0.010000,213644881541.000000
SPVI,3.720000,0.000000,319349.000000,1189.693,1488000000.000000,8.850000,2.160000,0.724961,0.145000,0.270000,17.416979,26.579815,2.677029,3.900000,1.720000,400000000.000000
SQ,0.180000,0.000000,7100.000000,1.278,206848800.000000,,0.150000,4.224150,0.050000,-0.390000,-13.064398,-64.233997,-40.375437,,1.220000,1149160000.000000
SR,0.370000,-2.631579,1600.000000,0.603,257146000.000000,,0.410000,2.125515,,0.030000,3.067592,-0.359553,3.444590,,0.920000,676700000.000000
SRICHA,17.600000,0.000000,117130.000000,2061.291,5453870400.000000,3.160000,2.610000,0.535016,1.000000,2.200000,78.368893,112.529228,25.458786,5.680000,6.730000,309879000.000000
SRS,2.640000,-7.692308,463711.000000,1274.806,457600000.000000,35.660000,0.660000,0.863114,0.050000,0.170000,1.848274,1.880338,4.930987,,4.310000,160000000.000000
SSF,5.050000,1.000000,2400.000000,12.120,1349995000.000000,15.870000,0.730000,0.583218,0.370400,0.140000,5.282510,4.477696,2.853451,7.410000,6.850000,269999000.000000
SSP,7.200000,14.285714,7089205.000000,49120.309,7867601519.400000,11.870000,1.010000,2.465591,0.205000,0.260000,4.971018,8.763382,19.709988,3.250000,6.210000,1248825638.000000
SSSC,2.300000,-1.709402,172600.000000,400.964,1497595039.200000,7.120000,0.440000,0.132481,0.165000,0.200000,7.070440,6.312062,5.872750,7.050000,5.290000,639997880.000000
SST,0.950000,-5.000000,300.000000,0.285,526456550.000000,,0.490000,3.103455,0.010000,-0.310000,-10.226171,-40.502573,-21.527167,,2.060000,526456550.000000
STA,21.800000,-1.801802,12094466.000000,264454.682,34099199955.599998,91.460000,0.680000,0.589336,0.500000,1.000000,1.509296,0.750158,3.483259,2.250000,32.450000,1535999998.000000
STANLY,223.000000,0.000000,14312.000000,3190.987,17087375000.000000,8.910000,0.820000,0.193932,17.000000,4.720000,9.455855,9.208751,13.555234,11.210000,271.680000,76625000.000000
STARM,0.950000,-1.041667,62000.000000,59.525,1056000000.000000,11.620000,0.880000,1.270159,0.058000,0.050000,6.838242,7.708378,7.682962,6.040000,1.090000,1100000000.000000
STC,0.680000,-2.857143,32800.000000,22.439,397600000.000000,22.790000,1.040000,1.109111,0.010000,0.010000,3.549499,4.668048,2.965992,1.430000,0.670000,568000000.000000
STECH,1.610000,0.625000,40900.000000,65.253,1160000000.000000,5.820000,0.660000,0.929988,0.040000,0.220000,8.298388,11.951602,11.565083,2.500000,2.420000,725000000.000000
STECON,18.200000,-2.150538,6295428.000000,114814.980,28254891589.799999,11.990000,1.350000,1.965522,0.550000,0.840000,5.268193,13.109163,7.152183,2.920000,13.810000,1519080193.000000
STELLA,0.230000,0.000000,852400.000000,188.028,5010144916.410000,,0.880000,1.232619,,,-20.443952,-42.471426,-28.069632,,0.260000,21783238767.000000
STGT,10.900000,-1.801802,779550.000000,8535.617,31803497001.000000,89.770000,0.800000,0.222674,0.250000,0.340000,0.994902,0.897131,7.912506,4.540000,13.920000,2865179910.000000
STI,1.730000,0.000000,5900.000000,10.066,1043184946.670000,18.070000,1.190000,0.972380,0.026000,0.060000,4.555753,6.712833,3.668468,1.500000,1.450000,602997079.000000
STOWER,0.030000,0.000000,1824569.000000,54.743,121871259.750000,,0.180000,0.239724,,-0.010000,-8.701665,-12.703030,-25.434808,,0.160000,4062375325.000000
STP,11.700000,-0.847458,16100.000000,188.390,1180000000.000000,6.890000,1.240000,0.218970,0.300000,0.990000,18.504339,19.097065,21.776790,5.680000,9.480000,100000000.000000
STPI,5.450000,-1.801802,5836324.000000,31858.293,10058111747.850000,,1.130000,0.585793,,,2.020500,-0.118747,0.390952,,4.890000,1812272387.000000
STX,0.790000,0.000000,63400.000000,50.197,242636334.000000,37.930000,0.280000,0.263238,0.085000,,1.020501,0.735322,-0.356012,10.760000,2.800000,307134600.000000
SUC,27.500000,0.000000,6915.000000,190.164,8250000000.000000,7.220000,0.320000,0.090558,1.500000,2.010000,4.631560,4.646638,17.744039,5.450000,84.750000,300000000.000000
SUN,2.240000,-0.884956,269100.000000,602.790,1749232297.920000,28.780000,1.260000,0.661519,0.050000,0.020000,3.324056,4.294944,0.936019,6.640000,1.790000,773996592.000000
SUPER,0.130000,8.333333,48079727.000000,5776.675,3281936772.840000,2.220000,0.160000,1.941556,0.006000,0.030000,7.043823,7.465901,21.820338,,0.750000,27349473107.000000
SUPEREIF,6.600000,0.000000,39728.000000,262.896,3399000000.000000,,0.720000,,0.265000,,,,,5.520000,9.160000,515000000.000000
SUSCO,2.500000,-1.574803,494446.000000,1244.017,2539999888.240000,10.540000,0.530000,1.242548,0.100000,0.220000,4.305490,5.155644,1.305977,3.540000,4.770000,999999956.000000
SUTHA,3.240000,-0.613497,3000.000000,9.660,1181401365.820000,47.480000,1.110000,1.033561,0.070000,0.230000,3.165989,2.372732,11.198298,2.150000,2.930000,362393057.000000
SVOA,2.040000,-0.970874,324160.000000,661.093,1675754380.000000,6.000000,0.700000,3.154891,0.080000,0.200000,5.001528,12.155790,2.317368,3.880000,2.950000,813473000.000000
SVR,0.360000,-2.702703,143200.000000,51.609,188700000.000000,,0.280000,1.276343,0.200000,-0.060000,-2.968039,-7.791638,-27.609692,,1.340000,510000000.000000
SVT,1.580000,0.636943,2361401.000000,3750.550,1099000000.000000,10.550000,0.800000,0.373757,0.050000,0.090000,7.161369,7.763920,4.200239,3.180000,1.970000,700000000.000000
SWC,5.000000,2.040816,70000.000000,349.942,2443787682.000000,12.150000,3.050000,0.605640,0.125000,0.210000,21.815285,25.885512,12.743660,6.630000,1.600000,498732180.000000
SYMC,6.300000,-0.787402,22303.000000,140.759,2753708532.450000,20.770000,0.870000,0.568996,0.097300,0.240000,4.299735,4.240802,8.947804,1.530000,7.340000,433654887.000000
SYNEX,9.900000,-0.502513,1040667.000000,10286.152,8431243999.700000,10.090000,1.700000,2.627664,0.100000,0.530000,6.500813,17.696965,1.920830,4.820000,5.840000,847361206.000000
SYNTEC,1.920000,-1.538462,670900.000000,1293.959,3102366735.000000,4.840000,0.490000,0.521232,0.070000,0.210000,7.635801,10.574031,8.357797,6.150000,3.980000,1590957300.000000
TACC,6.500000,0.775194,507753.000000,3302.666,3921600000.000000,11.150000,4.560000,0.607151,0.210000,0.340000,33.624911,43.277820,15.388463,6.440000,1.420000,608000000.000000
TAE,1.600000,-3.614458,14379502.000000,23866.682,1660000000.000000,6.900000,0.880000,0.490372,0.050000,0.230000,12.025980,13.586258,17.683025,,1.890000,1000000000.000000
TAKUNI,0.480000,0.000000,2950931.000000,1395.403,384000113.280000,,0.780000,2.518903,0.030000,0.020000,-10.939872,-60.566268,3.485720,,0.610000,800000236.000000
TAN,4.080000,-0.487805,2600.000000,10.476,1230000000.000000,22.860000,0.820000,0.803290,0.270000,0.120000,4.427965,3.525508,3.259161,6.590000,5.010000,300000000.000000
TAPAC,,,,,,,,1.023050,0.040000,0.120000,8.267156,10.917861,3.781886,,1.640000,411864308.000000
TASCO,17.500000,-0.568182,2269108.000000,39510.504,27779163632.000000,23.720000,1.910000,0.532347,0.200000,0.560000,7.038537,7.945107,5.869927,5.680000,9.200000,1578361570.000000
TATG,1.030000,0.000000,96700.000000,99.577,412000000.000000,5.540000,0.360000,0.837956,0.070000,0.100000,5.484309,6.651772,3.478113,6.800000,2.850000,400000000.000000
TBN,3.540000,-0.561798,4201.000000,14.826,356000000.000000,,0.760000,0.409371,0.210000,-0.190000,-0.822653,-1.897535,-11.142088,5.900000,4.690000,100000000.000000
TBSP,0.970000,1.040000,111.000000,0.107,356296824.580000,,1.360000,0.904245,0.900000,-0.030000,-96.950770,-372.844543,-7.150425,,0.710000,367316314.000000
TC,8.200000,1.234568,99411.000000,815.986,2673000000.000000,10.120000,0.940000,0.623684,0.300000,0.500000,7.063355,9.520199,5.395865,3.700000,8.650000,330000000.000000
TCAP,81.500000,-1.807229,4049907.000000,327778.868,87034232181.000000,9.960000,1.040000,0.762167,2.200000,4.540000,7.447639,10.937052,53.535868,4.220000,79.880000,1048605207.000000
TCC,0.290000,3.571429,60300.000000,16.890,390754042.000000,98.310000,0.350000,0.423678,0.025000,,2.205603,0.359393,-0.194664,,0.790000,1395550150.000000
TCJ,2.760000,-1.428571,5200.000000,14.192,295669740.800000,11.370000,0.220000,0.443160,,0.240000,2.531742,1.930224,5.350638,,12.890000,105596336.000000
TCMC,0.290000,0.000000,12200.000000,3.498,221328326.250000,,0.320000,6.250797,,-0.150000,-10.720677,-71.297810,-7.689048,,0.900000,763201125.000000
TCOAT,,,,,275625000.000000,98.610000,0.530000,0.232720,0.500000,0.760000,1.121175,0.538900,2.268040,1.900000,49.500000,10500000.000000
TEAM,5.700000,3.636364,10775400.000000,60931.166,3503848617.500000,13.280000,2.370000,0.635468,0.120000,0.230000,11.578437,18.672691,9.267569,3.640000,2.320000,637063385.000000
TEAMG,2.960000,-0.671141,1072924.000000,3160.962,2437347450.420000,11.390000,1.860000,1.752034,0.160000,0.140000,8.428078,16.251189,8.696997,5.370000,1.600000,817901829.000000
TEGH,3.220000,-1.829268,1209155.000000,3889.149,3542400000.000000,9.040000,0.900000,1.159986,0.220000,0.230000,6.336556,10.160383,2.783863,6.710000,3.630000,1080000000.000000
TEKA,1.860000,1.086957,22303.000000,41.484,552000000.000000,5.520000,0.610000,0.922073,0.150000,0.130000,7.361231,11.394698,3.854508,8.150000,3.020000,300000000.000000
TERA,1.270000,0.000000,31200.000000,39.113,304800000.000000,11.380000,1.140000,1.120256,0.037000,0.060000,6.441859,10.194213,5.762603,5.280000,1.120000,240000000.000000
TFG,9.850000,0.000000,6482919.000000,63945.351,58477334899.650002,9.170000,2.640000,1.340842,0.225000,0.600000,16.707479,30.912557,9.722005,6.970000,3.730000,5936785269.000000
TFI,0.040000,0.000000,407745.000000,16.309,673049459.600000,,0.430000,0.531779,,-0.010000,-14.147147,-17.902010,-59.582764,,0.090000,16826236490.000000
TFM,6.200000,0.000000,262414.000000,1624.443,6200000000.000000,8.660000,2.440000,0.360967,0.180000,0.310000,20.293405,28.716277,10.581251,9.680000,2.540000,1000000000.000000
TFMAMA,186.000000,0.000000,2267.000000,419.810,61324946604.000000,16.970000,1.630000,0.096240,2.020000,5.540000,10.437697,9.905093,16.670585,2.450000,114.210000,329704014.000000
TGE,1.110000,-1.769912,686600.000000,751.897,2838211006.280000,13.520000,0.890000,0.312690,0.003190,0.040000,5.958196,6.774399,18.166463,0.280000,1.270000,2511691156.000000
TGH,10.300000,-0.961538,2100.000000,21.830,7821817452.800000,7.330000,0.710000,7.200400,0.100000,0.680000,2.145931,10.399737,5.674032,0.960000,14.700000,752097832.000000
TGPRO,0.040000,33.333333,3812404.000000,114.872,141583796.820000,,0.090000,0.668027,,-0.010000,-3.752058,-8.732719,-5.535011,,0.330000,4719459894.000000
TH,0.460000,0.000000,1456100.000000,678.158,459239083.640000,7.150000,0.270000,0.024002,,0.020000,4.775340,3.885438,13.851742,,1.690000,998345834.000000
THAI,5.900000,0.854701,48385011.000000,283699.726,165574255666.950012,8.050000,2.030000,2.935895,0.210000,0.410000,10.208079,27.571539,11.294901,3.590000,2.890000,28303291567.000000
THANA,1.590000,-0.625000,35700.000000,55.921,443800678.400000,,0.820000,1.516867,0.016000,-0.090000,-1.407446,-4.288753,-16.261138,,1.940000,277375424.000000
THANI,2.080000,-0.952381,5336745.000000,11087.772,13081590249.000000,9.940000,0.930000,1.756481,0.110000,0.110000,6.085800,9.549614,40.528105,5.240000,2.260000,6229328690.000000
THCOM,10.000000,-0.990099,1277176.000000,12784.587,11070629735.400000,17.620000,1.050000,0.626595,0.130000,0.460000,4.894728,6.130600,32.563335,,9.610000,1096101954.000000
THE,1.090000,-2.678571,462500.000000,511.809,1234308751.200000,13.540000,0.610000,0.533126,0.100000,0.130000,4.124431,4.624236,4.792998,,1.830000,1102061385.000000
THG,7.150000,-0.694444,611554.000000,4383.814,12881911392.000000,75.790000,0.970000,0.389741,0.140000,0.050000,3.198703,1.662972,2.430479,1.940000,7.450000,1789154360.000000
THIP,22.300000,0.450450,2300.000000,51.060,1997993029.200000,12.240000,0.710000,0.449822,0.550000,1.160000,6.411641,5.784406,4.607314,7.210000,31.430000,89999686.000000
THMUI,0.300000,-3.225806,61200.000000,18.871,131750000.000000,9.240000,0.360000,0.802651,,,4.576015,4.262946,0.065130,,0.860000,425000000.000000
THRE,0.640000,-1.538462,9136125.000000,5811.331,2739745990.800000,17.310000,0.690000,0.550168,0.040000,0.050000,3.216587,4.148272,12.521244,,0.940000,4214993832.000000
THREL,1.350000,0.000000,149251.000000,201.027,837000000.000000,,1.680000,3.973151,0.070000,-0.090000,-2.279268,-8.898445,-5.072697,,0.810000,620000000.000000
TIDLOR,17.800000,-1.657459,20438041.000000,362954.874,52416325217.000000,9.320000,1.480000,2.252444,0.690000,1.090000,8.263351,16.461077,25.924598,1.890000,12.190000,2895929570.000000
TIGER,0.470000,0.000000,509800.000000,230.335,216200000.000000,,0.460000,0.781105,0.055000,-0.010000,-7.705352,-14.050790,-0.970879,,1.010000,460000000.000000
TIPCO,6.900000,-1.428571,126800.000000,875.430,3378057480.000000,12.880000,0.860000,0.377421,0.100000,0.470000,6.766294,6.828669,24.239542,1.430000,8.170000,482579640.000000
TIPH,24.900000,0.000000,215091.000000,5340.689,14797879166.400000,13.390000,1.460000,2.714787,0.500000,1.090000,3.831092,12.693338,4.019022,6.020000,17.100000,594292336.000000
TISCO,124.500000,0.403226,1379757.000000,170927.981,99280057376.000000,14.450000,2.340000,5.828465,2.000000,4.370000,4.434927,16.336659,28.400133,6.250000,53.050000,800645624.000000
TITLE,8.900000,-1.111111,183400.000000,1631.235,7038500553.000000,7.760000,3.760000,9.621993,0.400000,0.370000,6.978649,61.609247,14.521154,4.440000,2.390000,782055617.000000
TK,4.380000,-0.904977,64100.000000,281.488,2210000000.000000,35.400000,0.410000,0.065223,0.200000,0.130000,1.675953,1.164787,14.158466,4.520000,10.700000,500000000.000000
TKC,8.700000,-1.136364,12900.000000,112.920,3520000000.000000,14.260000,0.830000,0.635985,0.200000,0.370000,5.362466,5.970208,9.217279,2.270000,10.550000,400000000.000000
TKN,4.140000,0.000000,50246.000000,208.037,5713200000.000000,12.710000,2.590000,1.047252,0.140000,0.160000,12.433216,20.613827,8.540949,6.040000,1.600000,1380000000.000000
TKS,7.950000,-0.625000,100329.000000,796.015,4067587512.000000,7.550000,1.140000,0.327779,0.120000,0.660000,13.233821,15.414022,38.285414,5.800000,7.000000,508448439.000000
TKT,0.720000,2.857143,2200.000000,1.584,245546000.000000,,0.380000,0.775619,,-0.010000,0.931477,-0.741954,-0.387478,,1.840000,350780000.000000
TL,0.450000,0.000000,621300.000000,280.237,2564663466.150000,14.660000,2.710000,0.232751,,0.020000,27.134066,25.956189,36.600663,,0.170000,5699252147.000000
TLI,11.200000,-1.754386,27739778.000000,310053.391,130530000000.000000,10.760000,0.950000,3.422297,0.250000,0.570000,2.379080,8.551420,23.578598,5.260000,12.060000,11450000000.000000
TM,1.370000,5.384615,5739801.000000,7845.151,400400231.400000,13.050000,0.930000,1.004389,0.033000,0.050000,5.353099,7.389361,3.959012,,1.400000,308000178.000000
TMAN,10.400000,0.000000,634772.000000,6575.979,4160037440.000000,8.210000,1.890000,0.758250,0.240000,0.530000,17.016830,24.592793,17.280013,5.380000,5.500000,400003600.000000
TMC,0.680000,-1.449275,35700.000000,24.097,316572000.000000,,0.560000,0.214617,,-0.020000,0.038935,-0.089903,-8.942721,,1.240000,458800000.000000
TMD,27.250000,0.000000,4000.000000,109.000,4087500000.000000,10.940000,1.230000,0.098133,1.700000,1.320000,12.606723,11.509384,21.203787,6.240000,22.160000,150000000.000000
TMI,0.510000,0.000000,210600.000000,109.532,342435754.560000,11.620000,1.300000,1.775073,0.010000,0.040000,7.569494,11.644944,7.619955,1.960000,0.390000,671442656.000000
TMILL,2.620000,0.000000,800.000000,2.072,1044499839.820000,13.870000,0.960000,0.392528,0.050000,0.120000,6.909116,7.050693,6.022156,3.440000,2.730000,398664061.000000
TMT,4.380000,-0.454545,38822.000000,170.257,3831335349.600000,9.300000,1.090000,1.592965,0.250000,0.460000,6.776877,12.316953,4.410062,2.270000,4.030000,870758034.000000
TMW,56.000000,0.000000,7200.000000,403.350,2234400000.000000,4.380000,0.550000,0.228770,4.070000,3.120000,13.177961,13.190400,11.606047,7.270000,101.500000,39900000.000000
TNDT,0.180000,-5.263158,225800.000000,40.644,329000714.330000,,3.970000,6.243601,0.100000,-0.010000,4.381331,-13.416918,-17.318857,,0.050000,1731582707.000000
TNH,28.000000,-1.750000,200.000000,5.600,5040000000.000000,15.450000,1.450000,0.147719,0.600000,1.300000,10.626654,9.702147,11.453867,2.140000,19.280000,180000000.000000
TNITY,2.460000,0.000000,46900.000000,114.324,527435921.160000,,0.410000,2.212163,0.175000,,0.453674,-4.761244,0.224539,,6.060000,214404846.000000
TNL,,,1.000000,0.019,5757368311.800000,12.260000,0.530000,0.350646,0.600000,0.820000,5.678778,4.351148,45.847654,3.170000,35.910000,304622662.000000
TNP,2.860000,0.000000,178630.000000,510.470,2288000000.000000,10.630000,1.650000,0.285548,0.052500,0.130000,15.885104,16.323914,6.349264,3.670000,1.730000,800000000.000000
TNPC,0.900000,0.000000,112500.000000,100.943,306732537.000000,,0.780000,2.091242,0.018000,0.040000,0.627788,-21.956421,1.727207,,1.150000,340813930.000000
TNR,6.100000,0.826446,19500.000000,118.325,1815000000.000000,9.770000,1.390000,0.958769,0.200000,0.450000,9.097419,14.452809,14.225178,6.610000,4.350000,300000000.000000
TOA,15.200000,-2.564103,3178248.000000,48396.903,31652400000.000000,9.440000,1.950000,0.446632,0.380000,0.860000,18.619379,21.923685,15.067942,4.810000,8.000000,2029000000.000000
TOG,7.050000,0.000000,46840.000000,330.197,3343941900.000000,12.580000,1.400000,0.891579,0.150000,0.150000,6.581652,11.201654,3.735387,7.090000,5.040000,474318000.000000
TOP,67.250000,0.373134,22218975.000000,1506071.772,149666982922.000000,4.620000,0.740000,0.859782,1.400000,12.430000,10.439141,17.426742,11.131016,2.690000,90.690000,2233835566.000000
TOPP,,,,,804000000.000000,5.280000,0.440000,0.186796,4.420000,15.120000,8.860811,8.646576,10.025349,3.300000,303.560000,6000000.000000
TPA,2.580000,-1.530000,115.000000,0.286,313470000.000000,52.070000,0.870000,0.459570,0.250000,0.040000,1.076130,1.692203,2.045294,,2.950000,121500000.000000
TPAC,9.900000,0.507614,8400.000000,82.300,3216517490.150000,5.770000,1.030000,1.504965,0.438000,0.890000,11.060997,18.770045,7.793955,4.450000,9.580000,326549999.000000
TPBI,3.800000,0.000000,108500.000000,411.694,1584143620.000000,7.020000,0.540000,0.498171,0.230000,0.360000,7.219809,7.819701,6.629912,6.050000,7.090000,416879900.000000
TPCH,0.980000,1.030928,526900.000000,511.419,389164000.000000,,0.160000,1.051025,0.037000,-1.550000,-8.887702,-31.934697,-50.768688,,5.980000,401200000.000000
TPCS,10.100000,0.000000,700.000000,7.120,1090800000.000000,13.350000,0.400000,0.110985,0.700000,0.510000,2.834027,3.040216,8.048759,6.930000,25.210000,108000000.000000
TPIPL,0.990000,3.125000,76603807.000000,74766.912,18177825600.000000,7.210000,0.320000,1.401195,0.030000,0.100000,3.832036,4.489750,10.463775,3.130000,3.020000,18935235000.000000
TPIPP,1.760000,0.000000,1343936.000000,2355.581,14784000000.000000,11.090000,0.410000,0.882796,0.070000,0.060000,3.088112,3.708256,11.976452,3.980000,4.330000,8400000000.000000
TPL,0.470000,0.000000,22100.000000,10.383,926183730.070000,,0.550000,0.708536,,-0.020000,-3.710304,-9.228972,-5.381100,,0.850000,1970603681.000000
TPLAS,1.150000,-1.709402,17800.000000,20.383,315900000.000000,16.800000,1.000000,0.183119,0.040000,0.050000,6.552563,6.024335,5.454057,3.420000,1.170000,270000000.000000
TPOLY,0.100000,0.000000,220898.000000,20.014,57275948.400000,,,2.877404,0.010650,-0.730000,-8.426039,-405.423554,-49.396391,,-0.560000,572759484.000000
TPP,12.900000,0.000000,1100.000000,14.190,483750000.000000,6.700000,0.500000,0.162722,1.000000,1.000000,7.568478,7.615181,24.458684,7.750000,25.750000,37500000.000000
TPS,3.020000,-0.657895,17300.000000,51.946,1275887194.400000,10.660000,1.820000,1.214729,0.030000,0.100000,10.560354,17.470493,4.716335,6.580000,1.670000,419699735.000000
TQM,15.600000,0.000000,63606.000000,989.584,9360000000.000000,12.930000,3.250000,0.852045,0.650000,0.600000,16.674442,24.868603,19.519099,7.200000,4.800000,600000000.000000
TQR,6.300000,0.800000,68100.000000,424.445,1437500000.000000,12.620000,2.670000,0.210329,0.203000,0.290000,22.171598,21.616375,41.158334,6.400000,2.340000,230000000.000000
TR,,,,,,,,0.254884,0.050000,-0.050000,-2.367077,-3.464627,-0.501809,,138.450000,201600000.000000
TRC,0.500000,-1.960784,3687424.000000,1904.645,804638808.030000,,,,,-0.090000,-7.189651,-2840.712188,-44.747054,,-0.070000,1577723153.000000
TRITN,0.030000,50.000000,3596500.000000,72.356,437935819.700000,17.030000,0.200000,0.321962,,,4.048468,1.165803,-210.334436,,0.100000,21896790985.000000
TRP,3.960000,-1.000000,243902.000000,955.874,1400000000.000000,14.410000,0.830000,0.059033,0.250000,0.120000,6.644485,5.720551,16.633377,6.250000,4.790000,350000000.000000
TRT,12.800000,-2.290076,1594010.000000,20677.790,4034908363.200000,12.460000,2.700000,1.830185,0.170000,0.940000,13.091464,23.405427,20.072017,1.530000,4.840000,308008272.000000
TRU,3.780000,0.000000,5740.000000,21.694,2487494858.940000,10.360000,0.640000,0.147463,0.250000,0.170000,6.049026,6.165276,11.096688,6.660000,5.910000,658067423.000000
TRUBB,1.030000,-2.830189,3751621.000000,3928.945,890916612.200000,,0.320000,1.372187,0.003100,-0.070000,0.507197,-5.108896,-2.020600,0.280000,3.290000,840487370.000000
TRUE,12.900000,-0.769231,45640177.000000,588824.783,449177310413.000000,24.000000,5.660000,7.129943,0.150000,0.380000,5.805489,23.953831,14.136859,2.380000,2.300000,34552100801.000000
TRV,1.470000,0.000000,1000.000000,1.470,352800000.000000,46.690000,0.750000,0.112352,0.170000,0.040000,2.100048,1.625062,5.673518,,1.950000,240000000.000000
TSC,15.200000,0.000000,200.000000,3.030,3948960000.000000,11.790000,2.600000,0.411463,0.400000,0.980000,15.873728,22.251781,13.437696,7.890000,5.840000,259800000.000000
TSE,0.970000,-2.020202,27649536.000000,26723.700,2096539118.190000,42.940000,0.670000,1.259220,0.050000,0.030000,2.984874,1.579037,11.093175,,1.470000,2117716281.000000
TSI,0.050000,0.000000,705100.000000,29.204,95145688.300000,,0.550000,4.278819,,-0.040000,-6.357442,-33.252584,-13.553276,,0.090000,1902913766.000000
TSR,,,,,,,,,0.011111,-0.310000,-9.273064,,-48.191548,,-0.600000,604358700.000000
TSTE,10.100000,2.020000,132.000000,1.337,3871604528.100000,22.090000,1.050000,0.518961,0.080000,0.290000,4.587168,4.835820,9.351955,1.580000,9.600000,383327181.000000
TSTH,1.000000,1.010101,844800.000000,840.208,8337325439.520000,4.310000,0.540000,0.179966,0.030000,0.050000,14.320403,13.441844,5.990354,3.030000,1.830000,8421540848.000000
TTA,5.600000,0.000000,1912187.000000,10761.762,10205801558.400000,17.450000,0.340000,0.551370,0.250000,,2.745279,2.007918,-0.743953,4.460000,16.450000,1822464564.000000
TTB,2.980000,0.675676,312905553.000000,923682.377,288811167521.840027,12.210000,1.110000,6.246113,0.081000,0.120000,2.306814,9.000291,25.118965,4.830000,2.660000,97571340379.000000
TTCL,,,,,,,,,0.100000,-0.290000,-30.855126,,-7.271347,,-6.320000,616000043.000000
TTI,25.250000,1.000000,300.000000,7.625,1250000000.000000,,0.600000,0.257016,0.500000,-0.480000,-2.000035,-3.087221,-2.515717,2.000000,41.400000,50000000.000000
TTT,47.000000,0.000000,100.000000,4.700,2718480000.000000,12.280000,0.370000,0.167553,1.700000,1.220000,3.524833,3.035436,3.868712,6.810000,126.750000,57840000.000000
